,occur_id,status,hours_program_total,pop_served_list,impact_area,impact_outcome,opportunity_name,schedule_type,reg_type,location,start_date_time,end_date_time,opportunity_coordinator,opportunity_coordinator_email,vol_leader_need,max_attend,min_attend,vol_confirmed,vol_in_need,num_attend,num_not_attend,hours_occur_total,opportunity_record_id
134,OC-028520,Active,279.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Wan Chai,Date & Time Specific,Sign Up,"ImpactHK, Wan Chai","16/9/2020, 8:30 pm","16/9/2020, 9:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,4.0,-1.0,4.0,0.0,4.0,a0N0I00001aawZM
135,OC-028522,Active,279.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Wan Chai,Date & Time Specific,Sign Up,"ImpactHK, Wan Chai","30/9/2020, 8:30 pm","30/9/2020, 9:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,2.0,2.0,2.0,0.0,2.0,a0N0I00001aawZM
136,OC-028429,Active,6.0,['Hunger & homelessness'],Hunger & Homelessness ,,Serve-A-Thon: Deliver Necessities to Homeless in Mong Kok (Youth Welcome),Date & Time Specific,Sign Up,"ImpactHK, Tai Kok Tsui","23/9/2020, 7:30 pm","23/9/2020, 9:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,3.0,0.0,3.0,0.0,6.0,a0N0I00001ab6ZZ
137,OC-028420,Active,19.5,['Hunger & homelessness'],Hunger & Homelessness ,,Serve-A-Thon: Deliver Daily Necessities to Homeless in CWB (Youth Welcome),Date & Time Specific,Sign Up,"ImpactHK, Morrison Hill","24/9/2020, 8:00 pm","24/9/2020, 9:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,4.0,-1.0,3.0,1.0,4.5,a0N0I00001ab6a3
138,OC-028421,Active,22.0,['Hunger & homelessness'],Hunger & Homelessness ,,Serve-A-Thon: Deliver Necessities to Homeless in Fortress Hill (Youth Welcome),Date & Time Specific,Sign Up,"ImpactHK, Fortress Hill","23/9/2020, 7:00 pm","23/9/2020, 8:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,4.0,-1.0,4.0,0.0,4.0,a0N0I00001ab6aP
139,OC-028422,Active,22.0,['Hunger & homelessness'],Hunger & Homelessness ,,Serve-A-Thon: Deliver Necessities to Homeless in Fortress Hill (Youth Welcome),Date & Time Specific,Sign Up,"ImpactHK, Fortress Hill","25/9/2020, 8:00 pm","25/9/2020, 10:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,5.0,-2.0,5.0,0.0,10.0,a0N0I00001ab6aP
140,OC-028426,Active,44.5,['Hunger & homelessness'],Hunger & Homelessness ,,Serve-A-Thon: Deliver Warmth to Homeless in YMT(Family Welcome),Date & Time Specific,Sign Up,"ImpactHK, Jordan","26/9/2020, 4:00 pm","26/9/2020, 5:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,4.0,-1.0,4.0,0.0,6.0,a0N0I00001ab6ae
141,OC-028425,Active,44.5,['Hunger & homelessness'],Hunger & Homelessness ,,Serve-A-Thon: Deliver Warmth to Homeless in YMT(Family Welcome),Date & Time Specific,Sign Up,"ImpactHK, Jordan","19/9/2020, 4:00 pm","19/9/2020, 5:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,3.0,0.0,3.0,0.0,4.5,a0N0I00001ab6ae
142,OC-028430,Active,21.5,['Hunger & homelessness'],Hunger & Homelessness ,,Serve-A-Thon: Deliver Necessities to Homeless in Tai Kok Tsui (Youth Welcome),Date & Time Specific,Sign Up,"ImpactHK, Tai Kok Tsui","24/9/2020, 6:30 pm","24/9/2020, 8:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,3.0,0.0,3.0,0.0,6.0,a0N0I00001ab6at
143,OC-028431,Active,21.5,['Hunger & homelessness'],Hunger & Homelessness ,,Serve-A-Thon: Deliver Necessities to Homeless in Tai Kok Tsui (Youth Welcome),Date & Time Specific,Sign Up,"ImpactHK, Tai Kok Tsui","21/9/2020, 8:00 pm","21/9/2020, 10:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,4.0,-1.0,4.0,0.0,8.0,a0N0I00001ab6at
144,OC-028434,Active,24.0,['Hunger & homelessness'],Hunger & Homelessness ,,Serve-A-Thon: Deliver Necessities to Homeless in YMT(Youth Welcome),Date & Time Specific,Sign Up,"ImpactHK, Jordan","21/9/2020, 6:30 pm","21/9/2020, 8:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,4.0,-1.0,4.0,0.0,8.0,a0N0I00001ab6b3
145,OC-028432,Active,6.0,['Hunger & homelessness'],Hunger & Homelessness ,,Serve-A-Thon: Deliver Necessities to Homeless in Wan Chai (Youth Welcome),Date & Time Specific,Sign Up,"ImpactHK, Wan Chai","23/9/2020, 8:30 pm","23/9/2020, 9:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,3.0,0.0,3.0,0.0,3.0,a0N0I00001ab6b8
146,OC-028996,Active,21.0,"['Children and youth', ' People with disabilities']",Education and Empowerment for Children and Youth ,,Help at Play Group with Students with Physical Disabilities,Date & Time Specific,Sign Up,Hong Kong Red Cross John F. Kennedy Centre,"20/10/2020, 6:45 pm","20/10/2020, 8:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,a0N0I00001jScbJ
147,OC-028585,Active,2781.0,"['Children and youth', ' Environmental education']",Environmental Conservation ,,Family Opportunity: Soap Recycling,Date & Time Specific,Sign Up,Soap Cycling,"6/9/2020, 1:30 pm","6/9/2020, 3:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,30.0,1.0,17.0,13.0,16.0,1.0,32.0,a0N2800000NQQC7
148,OC-028586,Active,2781.0,"['Children and youth', ' Environmental education']",Environmental Conservation ,,Family Opportunity: Soap Recycling,Date & Time Specific,Sign Up,Soap Cycling,"13/9/2020, 1:30 pm","13/9/2020, 3:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,30.0,1.0,29.0,1.0,28.0,1.0,56.0,a0N2800000NQQC7
149,OC-028803,Active,2781.0,"['Children and youth', ' Environmental education']",Environmental Conservation ,,Family Opportunity: Soap Recycling,Date & Time Specific,Sign Up,Soap Cycling,"4/10/2020, 10:00 am","4/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,30.0,1.0,20.0,10.0,18.0,2.0,36.0,a0N2800000NQQC7
150,OC-028804,Active,2781.0,"['Children and youth', ' Environmental education']",Environmental Conservation ,,Family Opportunity: Soap Recycling,Date & Time Specific,Sign Up,Soap Cycling,"11/10/2020, 10:00 am","11/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,30.0,1.0,14.0,16.0,0.0,0.0,0.0,a0N2800000NQQC7
151,OC-028806,Canceled,2781.0,"['Children and youth', ' Environmental education']",Environmental Conservation ,,Family Opportunity: Soap Recycling,Date & Time Specific,Sign Up,Soap Cycling,"25/10/2020, 10:00 am","25/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,30.0,1.0,5.0,25.0,0.0,0.0,0.0,a0N2800000NQQC7
152,OC-028583,Active,2781.0,"['Children and youth', ' Environmental education']",Environmental Conservation ,,Family Opportunity: Soap Recycling,Date & Time Specific,Sign Up,Soap Cycling,"6/9/2020, 10:00 am","6/9/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,30.0,1.0,19.0,11.0,18.0,1.0,36.0,a0N2800000NQQC7
153,OC-028584,Active,2781.0,"['Children and youth', ' Environmental education']",Environmental Conservation ,,Family Opportunity: Soap Recycling,Date & Time Specific,Sign Up,Soap Cycling,"13/9/2020, 10:00 am","13/9/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,30.0,1.0,30.0,0.0,28.0,2.0,56.0,a0N2800000NQQC7
154,OC-028807,Active,2781.0,"['Children and youth', ' Environmental education']",Environmental Conservation ,,Family Opportunity: Soap Recycling,Date & Time Specific,Sign Up,Soap Cycling,"4/10/2020, 1:30 pm","4/10/2020, 3:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,30.0,1.0,19.0,11.0,19.0,0.0,38.0,a0N2800000NQQC7
155,OC-028808,Active,2781.0,"['Children and youth', ' Environmental education']",Environmental Conservation ,,Family Opportunity: Soap Recycling,Date & Time Specific,Sign Up,Soap Cycling,"11/10/2020, 1:30 pm","11/10/2020, 3:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,30.0,1.0,13.0,17.0,0.0,0.0,0.0,a0N2800000NQQC7
156,OC-028809,Active,2781.0,"['Children and youth', ' Environmental education']",Environmental Conservation ,,Family Opportunity: Soap Recycling,Date & Time Specific,Sign Up,Soap Cycling,"18/10/2020, 1:30 pm","18/10/2020, 3:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,30.0,1.0,11.0,19.0,0.0,0.0,0.0,a0N2800000NQQC7
157,OC-028810,Active,2781.0,"['Children and youth', ' Environmental education']",Environmental Conservation ,,Family Opportunity: Soap Recycling,Date & Time Specific,Sign Up,Soap Cycling,"25/10/2020, 1:30 pm","25/10/2020, 3:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,30.0,1.0,3.0,27.0,0.0,0.0,0.0,a0N2800000NQQC7
158,OC-028767,Active,705.0,"['Children and youth', ' Ethnic minorities']",Education and Empowerment for Children and Youth ,,Help Ethnic Minority Children with Homework in Jordan,Date & Time Specific,Sign Up,Christian Action Ethnic Minority Centre,"3/10/2020, 10:00 am","3/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,4.0,0.0,2.0,2.0,4.0,a0N2800000NRa4N
159,OC-028768,Active,705.0,"['Children and youth', ' Ethnic minorities']",Education and Empowerment for Children and Youth ,,Help Ethnic Minority Children with Homework in Jordan,Date & Time Specific,Sign Up,Christian Action Ethnic Minority Centre,"10/10/2020, 10:00 am","10/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,a0N2800000NRa4N
160,OC-028769,Active,705.0,"['Children and youth', ' Ethnic minorities']",Education and Empowerment for Children and Youth ,,Help Ethnic Minority Children with Homework in Jordan,Date & Time Specific,Sign Up,Christian Action Ethnic Minority Centre,"17/10/2020, 10:00 am","17/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,a0N2800000NRa4N
161,OC-028770,Active,705.0,"['Children and youth', ' Ethnic minorities']",Education and Empowerment for Children and Youth ,,Help Ethnic Minority Children with Homework in Jordan,Date & Time Specific,Sign Up,Christian Action Ethnic Minority Centre,"24/10/2020, 10:00 am","24/10/2020, 12:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,a0N2800000NRa4N
162,OC-028912,Active,856.28,"['Children and youth', ' People with disabilities']",Education and Empowerment for Children and Youth ,,Help Hearing-Impaired Children with Schoolwork in To Kwa Wan,Date & Time Specific,Sign Up,Hong Kong Society for The Deaf,"10/10/2020, 10:00 am","10/10/2020, 12:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,a0N2800000NSCf0
163,OC-028913,Active,856.28,"['Children and youth', ' People with disabilities']",Education and Empowerment for Children and Youth ,,Help Hearing-Impaired Children with Schoolwork in To Kwa Wan,Date & Time Specific,Sign Up,Hong Kong Society for The Deaf,"17/10/2020, 10:00 am","17/10/2020, 12:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,a0N2800000NSCf0
164,OC-028914,Active,856.28,"['Children and youth', ' People with disabilities']",Education and Empowerment for Children and Youth ,,Help Hearing-Impaired Children with Schoolwork in To Kwa Wan,Date & Time Specific,Sign Up,Hong Kong Society for The Deaf,"24/10/2020, 10:00 am","24/10/2020, 12:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,a0N2800000NSCf0
165,OC-028916,Active,856.28,"['Children and youth', ' People with disabilities']",Education and Empowerment for Children and Youth ,,Help Hearing-Impaired Children with Schoolwork in To Kwa Wan,Date & Time Specific,Sign Up,Hong Kong Society for The Deaf,"10/10/2020, 2:00 pm","10/10/2020, 5:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,a0N2800000NSCf0
166,OC-028917,Active,856.28,"['Children and youth', ' People with disabilities']",Education and Empowerment for Children and Youth ,,Help Hearing-Impaired Children with Schoolwork in To Kwa Wan,Date & Time Specific,Sign Up,Hong Kong Society for The Deaf,"17/10/2020, 2:00 pm","17/10/2020, 5:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,a0N2800000NSCf0
167,OC-028918,Active,856.28,"['Children and youth', ' People with disabilities']",Education and Empowerment for Children and Youth ,,Help Hearing-Impaired Children with Schoolwork in To Kwa Wan,Date & Time Specific,Sign Up,Hong Kong Society for The Deaf,"24/10/2020, 2:00 pm","24/10/2020, 5:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,a0N2800000NSCf0
168,OC-028655,Active,3146.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Sham Shui Po,Date & Time Specific,Sign Up,"ImpactHK, Place2be","15/10/2020, 8:00 pm","15/10/2020, 10:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,8.0,0.0,0.0,0.0,0.0,a0N28000016YgaY
169,OC-028656,Active,3146.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Sham Shui Po,Date & Time Specific,Sign Up,"ImpactHK, Place2be","22/10/2020, 8:00 pm","22/10/2020, 10:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,5.0,3.0,0.0,0.0,0.0,a0N28000016YgaY
170,OC-028657,Active,3146.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Sham Shui Po,Date & Time Specific,Sign Up,"ImpactHK, Place2be","29/10/2020, 8:00 pm","29/10/2020, 10:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,5.0,3.0,0.0,0.0,0.0,a0N28000016YgaY
171,OC-028654,Active,3146.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Sham Shui Po,Date & Time Specific,Sign Up,"ImpactHK, Place2be","8/10/2020, 8:00 pm","8/10/2020, 10:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,6.0,2.0,0.0,0.0,0.0,a0N28000016YgaY
172,OC-028649,Active,3146.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Sham Shui Po,Date & Time Specific,Sign Up,"ImpactHK, Place2be","6/10/2020, 7:30 pm","6/10/2020, 9:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,4.0,4.0,0.0,0.0,0.0,a0N28000016YgaY
173,OC-028650,Active,3146.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Sham Shui Po,Date & Time Specific,Sign Up,"ImpactHK, Place2be","13/10/2020, 7:30 pm","13/10/2020, 9:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,8.0,0.0,0.0,0.0,0.0,a0N28000016YgaY
174,OC-028651,Active,3146.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Sham Shui Po,Date & Time Specific,Sign Up,"ImpactHK, Place2be","20/10/2020, 7:30 pm","20/10/2020, 9:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,8.0,0.0,0.0,0.0,0.0,a0N28000016YgaY
175,OC-028652,Active,3146.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Sham Shui Po,Date & Time Specific,Sign Up,"ImpactHK, Place2be","27/10/2020, 7:30 pm","27/10/2020, 9:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,7.0,1.0,0.0,0.0,0.0,a0N28000016YgaY
176,OC-028523,Active,3146.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Sham Shui Po,Date & Time Specific,Sign Up,"ImpactHK, Place2be","1/9/2020, 7:30 pm","1/9/2020, 9:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,6.0,-3.0,6.0,0.0,12.0,a0N28000016YgaY
177,OC-028524,Active,3146.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Sham Shui Po,Date & Time Specific,Sign Up,"ImpactHK, Place2be","8/9/2020, 7:30 pm","8/9/2020, 9:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,6.0,-3.0,6.0,0.0,12.0,a0N28000016YgaY
178,OC-028525,Active,3146.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Sham Shui Po,Date & Time Specific,Sign Up,"ImpactHK, Place2be","15/9/2020, 7:30 pm","15/9/2020, 9:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,5.0,-2.0,5.0,0.0,10.0,a0N28000016YgaY
179,OC-028527,Active,3146.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Sham Shui Po,Date & Time Specific,Sign Up,"ImpactHK, Place2be","29/9/2020, 7:30 pm","29/9/2020, 9:30 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,8.0,0.0,8.0,0.0,16.0,a0N28000016YgaY
180,OC-028528,Active,3146.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Sham Shui Po,Date & Time Specific,Sign Up,"ImpactHK, Place2be","3/9/2020, 8:00 pm","3/9/2020, 10:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,6.0,-3.0,5.0,1.0,10.0,a0N28000016YgaY
181,OC-028529,Active,3146.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Sham Shui Po,Date & Time Specific,Sign Up,"ImpactHK, Place2be","10/9/2020, 8:00 pm","10/9/2020, 10:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,6.0,-3.0,5.0,1.0,10.0,a0N28000016YgaY
182,OC-028530,Active,3146.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Sham Shui Po,Date & Time Specific,Sign Up,"ImpactHK, Place2be","17/9/2020, 8:00 pm","17/9/2020, 10:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,5.0,-2.0,4.0,1.0,8.0,a0N28000016YgaY
183,OC-028571,Active,12.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Tsim Sha Tsui,Date & Time Specific,Sign Up,"ImpactHK, TST","15/9/2020, 9:30 pm","15/9/2020, 11:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,2.0,1.0,2.0,0.0,3.0,a0N2y000000SZHw
184,OC-028573,Active,12.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Tsim Sha Tsui,Date & Time Specific,Sign Up,"ImpactHK, TST","29/9/2020, 9:30 pm","29/9/2020, 11:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,7.0,1.0,4.0,3.0,4.0,0.0,6.0,a0N2y000000SZHw
185,OC-028574,Active,12.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Tsim Sha Tsui,Date & Time Specific,Sign Up,"ImpactHK, TST","17/9/2020, 9:30 pm","17/9/2020, 11:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,3.0,1.0,2.0,1.0,2.0,0.0,3.0,a0N2y000000SZHw
186,OC-028685,Active,12.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Tsim Sha Tsui,Date & Time Specific,Sign Up,"ImpactHK, TST","13/10/2020, 9:30 pm","13/10/2020, 11:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,7.0,1.0,6.0,1.0,0.0,0.0,0.0,a0N2y000000SZHw
187,OC-028686,Active,12.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Tsim Sha Tsui,Date & Time Specific,Sign Up,"ImpactHK, TST","20/10/2020, 9:30 pm","20/10/2020, 11:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,7.0,1.0,1.0,6.0,0.0,0.0,0.0,a0N2y000000SZHw
188,OC-028687,Active,12.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Tsim Sha Tsui,Date & Time Specific,Sign Up,"ImpactHK, TST","27/10/2020, 9:30 pm","27/10/2020, 11:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,7.0,1.0,2.0,5.0,0.0,0.0,0.0,a0N2y000000SZHw
189,OC-028689,Active,12.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Tsim Sha Tsui,Date & Time Specific,Sign Up,"ImpactHK, TST","8/10/2020, 9:30 pm","8/10/2020, 11:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,7.0,1.0,8.0,-1.0,0.0,0.0,0.0,a0N2y000000SZHw
190,OC-028691,Active,12.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Tsim Sha Tsui,Date & Time Specific,Sign Up,"ImpactHK, TST","22/10/2020, 9:30 pm","22/10/2020, 11:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,7.0,1.0,1.0,6.0,0.0,0.0,0.0,a0N2y000000SZHw
191,OC-028692,Active,12.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Tsim Sha Tsui,Date & Time Specific,Sign Up,"ImpactHK, TST","29/10/2020, 9:30 pm","29/10/2020, 11:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,7.0,1.0,1.0,6.0,0.0,0.0,0.0,a0N2y000000SZHw
192,OC-028690,Active,12.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Tsim Sha Tsui,Date & Time Specific,Sign Up,"ImpactHK, TST","15/10/2020, 9:30 pm","15/10/2020, 11:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,7.0,1.0,4.0,3.0,0.0,0.0,0.0,a0N2y000000SZHw
193,OC-028684,Active,12.0,['Hunger & homelessness'],Hunger & Homelessness ,,Youth Opportunity: Deliver Necessities and Warmth to Homeless in Tsim Sha Tsui,Date & Time Specific,Sign Up,"ImpactHK, TST","6/10/2020, 9:30 pm","6/10/2020, 11:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,7.0,1.0,5.0,2.0,0.0,0.0,0.0,a0N2y000000SZHw
194,OC-028553,Canceled,73.5,['People with mental illness'],Civic & Community,,COVID-19 Relief: Home Deliveries for People with Mental Illness in Tseung Kwan O,Date & Time Specific,Sign Up,"Christian Family Service, King Lam Estate","14/9/2020, 10:00 am","14/9/2020, 1:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,a0N2y000000SaoJ
195,OC-028546,Active,213.0,"['Elderly', ' People with illness']",Assistance and Support for Elderly,,Phone call support to 1 elderly individual [PRE-TRAINED VOLUNTEERS ONLY],Date & Time Specific,Sign Up,"People Service Centre, VV","6/9/2020, 8:00 am","6/9/2020, 9:00 am",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,6.0,1.0,6.0,0.0,6.0,0.0,6.0,a0N2y000000Swr0
196,OC-028707,Active,213.0,"['Elderly', ' People with illness']",Assistance and Support for Elderly,,Phone call support to 1 elderly individual [PRE-TRAINED VOLUNTEERS ONLY],Date & Time Specific,Sign Up,"People Service Centre, VV","13/9/2020, 8:00 am","13/9/2020, 9:00 am",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,5.0,1.0,4.0,1.0,4.0,0.0,4.0,a0N2y000000Swr0
197,OC-028708,Active,213.0,"['Elderly', ' People with illness']",Assistance and Support for Elderly,,Phone call support to 1 elderly individual [PRE-TRAINED VOLUNTEERS ONLY],Date & Time Specific,Sign Up,"People Service Centre, VV","20/9/2020, 8:00 am","20/9/2020, 9:00 am",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,5.0,1.0,4.0,1.0,4.0,0.0,4.0,a0N2y000000Swr0
198,OC-028709,Active,213.0,"['Elderly', ' People with illness']",Assistance and Support for Elderly,,Phone call support to 1 elderly individual [PRE-TRAINED VOLUNTEERS ONLY],Date & Time Specific,Sign Up,"People Service Centre, VV","27/9/2020, 8:00 am","27/9/2020, 9:00 am",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,5.0,1.0,4.0,1.0,4.0,0.0,4.0,a0N2y000000Swr0
199,OC-028710,Active,213.0,"['Elderly', ' People with illness']",Assistance and Support for Elderly,,Phone call support to 1 elderly individual [PRE-TRAINED VOLUNTEERS ONLY],Date & Time Specific,Sign Up,"People Service Centre, VV","4/10/2020, 8:00 am","4/10/2020, 9:00 am",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,5.0,1.0,4.0,1.0,4.0,0.0,4.0,a0N2y000000Swr0
200,OC-028818,Active,17.5,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Distributing Care Packages for isolating elderly in Tai Po,Date & Time Specific,Sign Up,"Grace Light, Tai Po","6/10/2020, 2:30 pm","6/10/2020, 5:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,3.0,5.0,0.0,0.0,0.0,a0N2y000000T7Zu
201,OC-028923,Active,17.5,['Elderly'],Assistance and Support for Elderly,,COVID-19 Relief: Distributing Care Packages for isolating elderly in Tai Po,Date & Time Specific,Sign Up,"Grace Light, Tai Po","16/10/2020, 2:30 pm","16/10/2020, 5:00 pm",HandsOn Hong Kong,hohk@handsonhongkong.org,0.0,8.0,1.0,2.0,6.0,0.0,0.0,0.0,a0N2y000000T7Zu
